Cluster,Topics
1913,"enforcement, review, elearning, framework, compliance"
1914,"dmirs, personnel, contract, specified, hours"
1915,"smartygrants, recommendations, safeworking, review, safety"
1916,"facilitation, consultant, engagement, consultation, planning"
1917,"lot, security, manning, ah, wilson"
1918,"alarms, personal, hospital, graylands, duress"
1919,"tbw3, hydrographic, transport, coastal, dredging"
1920,"river, signs, message, variable, fitzgerald"
1921,"design, engineering, support, principal, signalling"
1922,"industries, local, sport, cultural, dlgsc"
1923,"analysis, serv, program, ba, change"
1924,"quickbase, automation, software, maintenance, network"
1925,"manage, 365, solution, records, document"
1926,"platforms, omtid, risk, quality, advisor"
1927,"safety, supervisor, station, claremont, site"
1928,"webex, viewing, equipment, conferencing, video"
1929,"scope, perth, finance, mechanical, extended"
1930,"isa, independent, assessor, pta, safety"
1931,"examination, scanning, atar, speed, wace"
1932,"systems, inspection, various, fall, arrest"
1933,"delivery, supply, emergency, lights, lighting"
1934,"supply, musical, music, community, warakurna"
1935,"training, professional, health, safety, wellbeing"
1936,"lxr, cost, qs, krff, estimating"
1937,"midwest, disposal, clinical, waste, cuawa2016"
1938,"financing, laundering, commission, royal, casino"
1939,"surveying, line, pilbara, marking, region"
1940,"various, emergency, lights, rcd, exit"
1941,"police, desktop, cuacmd2014, laptop, bundles"
1942,"customer, 365, microsoft, crm, dynamics"
1943,"microsurfacing, skin, care, supply, training"
1944,"georges, alterations, barrack, perth, justice"
1945,"roof, replacement, western, health, hospital"
1946,"affordable, cpfs, thrive, communities, housing"
1947,"women, refuge, domestic, family, violence"
1948,"analyst, network, esrn, emergency, radio"
1949,"sites, supply, bundled, unbundled, electricity"
1950,"leasing, state, analysis, land, property"
1951,"reinforced, precast, rcb, rcp, culverts"
1952,"rollout, modelling, governance, review, gaming"
1953,"pool, stadium, arena, venueswest, hbf"
1954,"cssd, washer, disinfection, disinfectors, washers"
1955,"package, hive, ser, kalgoorlie, station"
1956,"software, content, student, online, learning"
1957,"park, national, dales, campground, toilet"
1958,"cultural, art, bindjareb, rock, murujuga"
1959,"engineering, program, officer, manager, personnel"
1960,"alcohol, drug, aod, virtual, reality"
1961,"wms, epas, manager, change, transnet"
1962,"health, mhc, mental, youth, psychosocial"
1963,"sediment, community, precinct, boating, onslow"
1964,"court, law, western, australia, legal"
1965,"local, advisory, cultural, sport, spf"
1966,"investment, marketing, scratch, win, lotterywest"
1967,"principal, mitchell, shared, freeway, psp"
1968,"varian, dose, medicare, oncology, radiation"
1969,"objective, dplh, consolidation, ecm, phase"
1970,"engineer, engineers, structural, engineering, civil"
1971,"digital, design, platform, government, identity"
1972,"keysight, rf, radio, equipment, zetron"
1973,"campus, aged, contractor, maintenance, landscaping"
1974,"patching, implementation, defined, ivanti, patch"
1975,"cutter, uv, curable, acrylic, retailers"
1976,"primary, additions, education, valley, caversham"
1977,"reserves, disposal, coastal, nyinggulu, waste"
1978,"improvement, midwest, audits, audit, energy"
1979,"design, station, office, space, perth"
1980,"repairs, yanchep, resurfacing, path, park"
1981,"communities, condition, inspections, settlements, housing"
1982,"dpird2022065, dpird2023088, öld, engineer, electrical"
1983,"nesting, islands, marine, turtle, island"
1984,"biodiversity, american, scout, dbca, aircraft"
1985,"cmm, pdus, pos, peripherals, hardware"
1986,"assistant, desk, 2023, analyst, bid"
1987,"teaching, whs, subjects, online, learning"
1988,"contracting, preliminaries, master, page, minor"
1989,"analytical, negotiation, griffin, advisory, coal"
1990,"minahil, analyst, manager, ict, implementation"
1991,"safe, celebrate, entertainment, zone, leavers"
1992,"maintenance, qeii, compliance, hospital, health"
1993,"program, drink, drown, summer, leavers"
1994,"health, renewal, software, progress, dental"
1995,"zincalume, storage, bulk, emulsion, tanks"
1996,"hospital, stanley, fiona, gas, reticulated"
1997,"emhs, east, bhs, bentley, health"
1998,"courts, school, resurfacing, basketball, court"
1999,"greenough, health, safety, plan, prepared"
